model;size;cluster_prob;pattern_id;cost;time_s;loose_ends;skeins_used;cuts;floats
f2s;50x50;0.95;14;1161.44;0.00188;18;4;5;244
f2s;50x50;0.95;15;1209.326;0.0028;8;4;0;285
f2s;50x50;0.95;16;1630.529;0.0028;8;4;0;347
f2s;50x50;0.95;17;1425.176;0.00218;8;4;0;278
f2s;50x50;0.95;18;1238.198;0.00197;8;4;0;276
f2s;50x50;0.95;19;1704.616;0.00194;10;4;1;345
f2s;50x50;0.95;20;937.218;0.00182;8;4;0;209
f2s;100x100;0.95;1;8121.717;0.00694;64;4;28;1291
f2s;100x100;0.95;2;6911.163;0.00684;48;4;20;1185
f2s;100x100;0.95;3;7515.563;0.00691;78;4;35;1270
f2s;100x100;0.95;4;7587.521;0.00711;58;4;25;1326
f2s;100x100;0.95;5;7807.514;0.007;36;4;14;1325
f2s;100x100;0.95;6;7680.82;0.007;50;4;21;1275
f2s;100x100;0.95;7;7609;0.00695;64;4;28;1310
f2s;100x100;0.95;8;7474.893;0.00723;30;4;11;1332
f2s;100x100;0.95;9;7014.069;0.00968;80;4;36;1206
f2s;100x100;0.95;10;7882.4;0.00709;112;4;52;1227
f2s;100x100;0.95;11;7935.869;0.01044;94;4;43;1257
f2s;100x100;0.95;12;8350.778;0.00775;44;4;18;1394
f2s;100x100;0.95;13;8171.667;0.0069;72;4;32;1284
f2s;100x100;0.95;14;7666.361;0.00977;42;4;17;1383
f2s;100x100;0.95;15;8297.932;0.00698;48;4;20;1422
f2s;100x100;0.95;16;8227.195;0.00729;50;4;21;1397
f2s;100x100;0.95;17;8230.696;0.00699;96;4;44;1345
f2s;100x100;0.95;18;8131.154;0.00697;74;4;33;1323
f2s;100x100;0.95;19;7216.021;0.00682;56;4;24;1230
f2s;100x100;0.95;20;7058.572;0.00704;58;4;25;1229
